,Date,Price,Open,High,Low,Vol
460,"Oct 12, 2017",24.75,25.00,25.25,24.75,6.13M
461,"Oct 11, 2017",25.00,25.00,25.25,24.75,10.73M
462,"Oct 10, 2017",25.00,24.75,25.50,24.75,1.18M
463,"Oct 09, 2017",25.00,25.00,25.25,24.75,9.48M
464,"Oct 06, 2017",24.75,25.00,25.00,24.50,5.07M
465,"Oct 05, 2017",24.75,25.00,25.00,24.75,3.05M
466,"Oct 04, 2017",25.00,25.00,25.25,24.75,1.56M
467,"Oct 03, 2017",25.00,24.50,25.75,24.50,9.33M
468,"Oct 02, 2017",24.50,24.75,25.00,24.50,6.22M
469,"Sep 29, 2017",24.75,25.00,25.00,24.50,12.33M
470,"Sep 28, 2017",25.25,25.75,26.00,24.75,4.73M
471,"Sep 27, 2017",25.75,25.75,26.00,25.75,6.92M
472,"Sep 26, 2017",26.00,25.75,26.25,25.75,15.58M
473,"Sep 25, 2017",25.75,25.75,26.00,25.75,6.96M
474,"Sep 22, 2017",25.75,25.75,26.00,25.50,2.61M
475,"Sep 21, 2017",25.75,25.50,26.50,25.25,3.77M
476,"Sep 20, 2017",25.25,25.50,25.50,25.00,7.30M
477,"Sep 19, 2017",25.00,24.75,25.50,24.75,12.37M
478,"Sep 18, 2017",24.25,24.25,25.00,24.00,3.67M
479,"Sep 15, 2017",25.25,25.25,25.50,25.00,8.74M
480,"Sep 14, 2017",25.25,25.50,25.50,25.25,7.32M
481,"Sep 13, 2017",25.25,26.00,26.00,25.00,10.46M
482,"Sep 12, 2017",26.00,27.00,27.00,25.75,14.71M
483,"Sep 11, 2017",26.00,25.75,26.50,25.75,19.99M
484,"Sep 08, 2017",25.75,25.50,26.25,25.50,1.79M
485,"Sep 07, 2017",25.25,25.00,26.00,25.00,6.67M
486,"Sep 06, 2017",24.75,24.75,25.50,24.50,36.15M
487,"Sep 05, 2017",24.75,24.50,25.00,24.25,1.91M
488,"Sep 04, 2017",24.00,25.00,25.75,24.00,53.94M
489,"Sep 01, 2017",24.25,25.50,25.75,23.00,44.52M
490,"Aug 31, 2017",25.50,26.50,26.50,25.25,10.26M
491,"Aug 30, 2017",26.25,26.75,26.75,25.50,9.83M
492,"Aug 29, 2017",26.75,26.75,27.25,26.25,13.51M
493,"Aug 28, 2017",26.75,27.00,27.00,26.50,4.60M
494,"Aug 25, 2017",26.50,25.50,27.00,25.50,14.32M
495,"Aug 24, 2017",25.25,25.00,25.75,25.00,8.73M
496,"Aug 23, 2017",25.00,24.75,25.50,24.75,10.43M
497,"Aug 22, 2017",24.75,24.75,25.00,24.75,2.93M
498,"Aug 21, 2017",24.75,24.25,25.00,24.25,1.49M
499,"Aug 18, 2017",24.25,24.00,24.75,24.00,4.36M
500,"Aug 17, 2017",24.25,24.50,24.75,24.00,1.53M
501,"Aug 16, 2017",24.25,24.75,25.00,24.25,14.32M
502,"Aug 15, 2017",24.75,25.00,25.50,24.00,11.61M
503,"Aug 14, 2017",25.00,24.75,25.50,24.75,6.75M
504,"Aug 11, 2017",24.50,24.50,25.50,23.75,18.96M
505,"Aug 10, 2017",24.25,23.50,24.75,23.50,356.90K
506,"Aug 09, 2017",23.75,23.75,24.25,23.75,2.21M
507,"Aug 07, 2017",23.50,23.50,24.00,23.50,1.51M
508,"Aug 04, 2017",23.50,24.25,24.25,23.00,10.62M
509,"Aug 03, 2017",23.75,24.25,24.50,23.75,12.06M
510,"Aug 02, 2017",24.00,24.00,24.25,23.75,12.76M
511,"Aug 01, 2017",23.75,24.00,24.00,23.50,23.42M
512,"Jul 31, 2017",24.50,24.75,25.00,23.75,13.02M
513,"Jul 28, 2017",24.50,23.75,25.00,23.75,7.36M
514,"Jul 27, 2017",23.75,23.75,24.75,23.50,6.78M
515,"Jul 26, 2017",23.75,23.50,24.25,23.50,11.13M
516,"Jul 25, 2017",23.50,23.50,24.00,23.25,18.10M
517,"Jul 24, 2017",23.25,23.50,23.75,23.25,2.90M
518,"Jul 21, 2017",23.25,23.00,23.50,23.00,2.76M
519,"Jul 20, 2017",23.00,23.00,23.25,23.00,2.22M
520,"Jul 19, 2017",23.00,23.00,23.25,23.00,13.12M
521,"Jul 18, 2017",23.00,23.00,23.25,22.50,16.76M
522,"Jul 17, 2017",23.00,23.00,23.25,23.00,19.31M
523,"Jul 14, 2017",23.00,23.00,23.25,22.75,1.59M
524,"Jul 13, 2017",23.00,23.00,23.25,22.75,22.78M
525,"Jul 12, 2017",23.00,23.00,23.25,22.75,17.21M
526,"Jul 11, 2017",23.00,23.00,23.50,23.00,23.20M
527,"Jul 10, 2017",23.00,23.25,23.25,23.00,2.47M
528,"Jul 07, 2017",23.00,23.00,23.25,23.00,25.27M
529,"Jul 06, 2017",22.75,23.00,23.25,22.00,13.74M
530,"Jul 05, 2017",22.75,23.00,23.25,22.50,9.00M
531,"Jul 04, 2017",23.00,23.00,23.25,22.50,6.86M
532,"Jul 03, 2017",23.00,22.75,23.25,22.50,8.14M
533,"Jun 30, 2017",22.75,23.00,23.25,22.00,9.96M
534,"Jun 29, 2017",23.00,23.75,23.75,23.00,9.29M
535,"Jun 28, 2017",23.25,23.50,23.50,23.00,3.29M
536,"Jun 27, 2017",23.50,23.50,23.75,23.25,5.72M
537,"Jun 23, 2017",23.25,23.00,23.50,23.00,19.26M
538,"Jun 22, 2017",23.25,22.75,23.50,22.75,5.72M
539,"Jun 21, 2017",22.75,23.50,23.50,22.50,10.87M
540,"Jun 20, 2017",22.75,23.00,23.25,22.50,16.45M
541,"Jun 19, 2017",23.00,23.50,23.75,23.00,3.43M
542,"Jun 16, 2017",23.50,23.25,24.00,23.25,53.21M
543,"Jun 15, 2017",23.25,23.25,23.50,23.25,16.06M
544,"Jun 14, 2017",23.00,23.25,23.75,23.00,29.19M
545,"Jun 13, 2017",23.50,23.00,24.00,23.00,21.76M
546,"Jun 12, 2017",22.75,22.75,23.25,22.50,10.49M
547,"Jun 09, 2017",22.75,22.50,23.00,22.25,41.71M
548,"Jun 08, 2017",22.25,22.25,22.50,22.00,2.86M
549,"Jun 07, 2017",22.25,22.25,22.50,22.00,15.21M
550,"Jun 06, 2017",22.00,22.50,23.50,22.00,8.92M
551,"Jun 05, 2017",22.25,22.00,22.75,21.50,4.78M
552,"Jun 02, 2017",22.50,22.50,23.25,22.00,29.19M
553,"May 31, 2017",22.25,21.50,23.00,21.50,37.10M
554,"May 30, 2017",21.00,21.50,21.75,21.00,10.11M
555,"May 29, 2017",21.50,21.50,21.75,21.25,3.67M
556,"May 26, 2017",21.75,21.75,22.00,21.50,5.86M
557,"May 25, 2017",21.50,21.25,21.75,21.25,22.32M
558,"May 24, 2017",21.00,20.75,21.75,20.75,8.84M
559,"May 23, 2017",20.50,20.25,20.75,20.25,27.50M
560,"May 22, 2017",20.50,20.25,20.75,20.25,23.77M
561,"May 19, 2017",20.25,20.25,20.75,20.00,28.73M
562,"May 18, 2017",20.25,20.00,21.00,19.95,20.13M
563,"May 17, 2017",20.00,20.25,20.50,20.00,11.88M
564,"May 16, 2017",20.25,20.25,20.50,20.25,41.90M
565,"May 15, 2017",20.25,20.50,20.50,20.25,2.14M
566,"May 12, 2017",20.25,20.50,20.75,20.25,6.88M
567,"May 11, 2017",20.50,20.50,20.75,19.85,18.46M
568,"May 10, 2017",20.00,22.00,22.00,19.85,2.24M
569,"May 09, 2017",20.25,20.50,20.75,19.90,10.20M
570,"May 08, 2017",20.50,19.80,20.75,19.80,22.92M
571,"May 05, 2017",19.75,19.70,20.00,19.70,11.86M
572,"May 04, 2017",19.65,19.65,19.95,19.35,9.37M
573,"May 03, 2017",19.60,19.60,19.80,19.50,15.12M
574,"May 02, 2017",19.55,19.20,19.80,19.20,7.23M
575,"Apr 28, 2017",19.25,19.00,19.60,19.00,1.57M
576,"Apr 27, 2017",19.00,19.00,19.10,18.95,16.12M
577,"Apr 26, 2017",18.95,18.85,19.00,18.85,6.20M
578,"Apr 25, 2017",18.95,19.10,19.15,18.70,12.88M
579,"Apr 24, 2017",19.10,19.15,19.20,19.05,2.82M
580,"Apr 21, 2017",19.15,19.15,19.20,19.10,4.40M
581,"Apr 20, 2017",19.15,19.20,19.25,19.00,8.64M
582,"Apr 19, 2017",19.20,19.20,19.30,19.05,12.73M
583,"Apr 18, 2017",19.15,19.65,19.70,19.00,1.82M
584,"Apr 13, 2017",19.60,19.50,19.75,19.50,76.38M
585,"Apr 12, 2017",19.45,19.40,19.65,19.25,5.07M
586,"Apr 11, 2017",19.25,19.80,19.80,19.15,5.62M
587,"Apr 10, 2017",19.15,18.65,19.75,18.65,2.01M
588,"Apr 07, 2017",18.65,18.60,19.75,18.40,4.88M
589,"Apr 06, 2017",18.60,19.00,19.00,18.30,591.20K
590,"Apr 05, 2017",18.30,18.35,19.00,18.30,9.47M
591,"Apr 04, 2017",18.30,18.50,19.00,18.00,26.22M
592,"Apr 03, 2017",18.45,18.20,19.00,18.00,11.26M
593,"Mar 31, 2017",18.00,18.00,18.30,17.80,5.42M
594,"Mar 30, 2017",17.95,18.00,18.05,17.90,997.10K
595,"Mar 29, 2017",18.05,18.30,18.40,17.75,13.30M
596,"Mar 28, 2017",18.60,19.05,19.05,18.30,14.75M
597,"Mar 27, 2017",18.70,18.45,18.95,18.45,13.25M
598,"Mar 24, 2017",18.45,18.35,18.70,18.35,18.87M
599,"Mar 23, 2017",18.35,18.15,18.60,18.15,9.23M
600,"Mar 22, 2017",18.10,18.20,18.35,18.00,11.70M
601,"Mar 21, 2017",18.10,18.10,18.25,18.00,511.90K
602,"Mar 20, 2017",18.00,17.75,18.10,17.75,12.69M
603,"Mar 17, 2017",17.95,17.65,18.05,17.60,6.64M
604,"Mar 16, 2017",17.55,19.00,19.00,17.50,9.62M
605,"Mar 15, 2017",17.85,18.25,18.25,17.50,7.04M
606,"Mar 14, 2017",18.25,17.70,18.90,17.50,38.12M
607,"Mar 13, 2017",17.35,17.05,18.00,17.00,50.60M
608,"Mar 10, 2017",16.90,16.80,17.60,16.30,16.12M
609,"Mar 09, 2017",16.00,16.00,16.65,15.90,44.08M
610,"Mar 08, 2017",16.20,16.60,16.75,15.95,13.94M
611,"Mar 07, 2017",16.65,16.80,16.85,16.50,5.25M
612,"Mar 06, 2017",16.80,16.90,17.00,16.75,1.81M
613,"Mar 03, 2017",16.90,17.05,17.05,16.80,1.54M
614,"Mar 02, 2017",17.00,17.75,17.75,16.85,20.90M
615,"Mar 01, 2017",17.05,17.75,17.75,16.55,3.08M
616,"Feb 28, 2017",17.75,18.00,18.00,17.70,2.37M
617,"Feb 27, 2017",17.85,18.50,18.50,17.70,2.06M
618,"Feb 24, 2017",18.10,18.00,18.15,17.95,31.61M
619,"Feb 23, 2017",18.00,18.00,18.40,17.95,6.85M
620,"Feb 22, 2017",18.00,18.50,18.50,17.95,31.34M
621,"Feb 21, 2017",18.00,18.05,18.05,17.95,9.93M
622,"Feb 20, 2017",18.00,18.05,18.10,17.90,9.69M
623,"Feb 17, 2017",18.05,18.20,18.25,18.00,13.19M
624,"Feb 16, 2017",18.20,18.20,18.40,18.00,4.70M
625,"Feb 15, 2017",18.25,18.20,18.30,18.15,45.46M
626,"Feb 14, 2017",18.30,18.35,18.50,18.15,9.68M
627,"Feb 13, 2017",18.40,18.40,18.50,18.30,4.31M
628,"Feb 10, 2017",18.50,18.50,18.55,18.35,11.79M
629,"Feb 09, 2017",18.45,18.50,18.55,18.05,25.99M
630,"Feb 08, 2017",18.40,18.65,18.70,18.10,17.11M
631,"Feb 07, 2017",18.65,18.80,19.00,18.30,9.84M
632,"Feb 06, 2017",18.90,18.70,19.20,18.65,24.38M
633,"Feb 03, 2017",18.65,18.70,19.00,18.55,13.73M
634,"Feb 02, 2017",18.55,18.70,19.00,18.55,3.95M
635,"Feb 01, 2017",18.55,18.50,18.70,18.40,60.48M
636,"Jan 31, 2017",18.50,18.45,18.60,18.30,5.45M
637,"Jan 30, 2017",18.35,18.25,18.50,18.25,634.10K
638,"Jan 27, 2017",18.40,18.25,18.50,18.20,9.78M
639,"Jan 26, 2017",18.25,18.20,18.35,18.15,6.20M
640,"Jan 25, 2017",18.20,18.20,18.25,18.15,3.38M
641,"Jan 24, 2017",18.20,18.30,19.00,18.15,12.38M
642,"Jan 23, 2017",18.20,18.10,18.30,18.05,974.90K
643,"Jan 20, 2017",18.15,18.15,18.30,18.10,10.78M
644,"Jan 19, 2017",18.15,18.15,18.30,18.10,17.57M
645,"Jan 18, 2017",18.05,17.95,18.30,17.85,29.11M
646,"Jan 17, 2017",17.95,18.00,18.00,17.90,5.47M
647,"Jan 16, 2017",17.95,17.95,18.00,17.85,3.72M
648,"Jan 13, 2017",17.95,17.95,18.00,17.85,21.49M
649,"Jan 12, 2017",17.95,17.90,18.00,17.85,12.90M
650,"Jan 11, 2017",18.00,18.50,18.50,17.95,16.38M
651,"Jan 10, 2017",18.20,18.60,18.60,17.80,14.40M
652,"Jan 09, 2017",18.50,18.80,18.80,18.45,18.45M
653,"Jan 06, 2017",18.60,18.90,19.00,18.50,28.02M
654,"Jan 05, 2017",18.80,19.00,19.00,18.60,12.90M
655,"Jan 04, 2017",19.00,19.00,19.05,18.90,2.62M
656,"Jan 03, 2017",19.00,18.90,19.20,18.90,10.11M
657,"Dec 30, 2016",19.15,19.10,19.20,19.00,6.06M
658,"Dec 29, 2016",19.05,19.50,19.50,19.00,6.07M
659,"Dec 28, 2016",19.25,19.70,19.70,19.10,6.53M
660,"Dec 23, 2016",19.50,19.10,19.60,19.10,3.74M
661,"Dec 22, 2016",19.45,19.00,19.50,19.00,5.92M
662,"Dec 21, 2016",19.00,19.00,19.15,18.90,6.27M
663,"Dec 20, 2016",19.00,19.20,19.20,18.80,21.73M
664,"Dec 19, 2016",19.00,18.80,19.30,18.60,7.67M
665,"Dec 16, 2016",18.75,18.75,18.90,18.60,11.32M
666,"Dec 15, 2016",18.75,19.00,19.00,18.65,2.00M
667,"Dec 14, 2016",18.90,18.85,19.50,18.50,3.56M
668,"Dec 13, 2016",18.90,18.95,19.00,18.80,7.99M
669,"Dec 09, 2016",19.00,20.00,20.00,18.90,2.61M
670,"Dec 08, 2016",19.35,19.60,19.70,18.95,6.49M
671,"Dec 07, 2016",19.70,19.85,19.85,19.65,3.50M
672,"Dec 06, 2016",19.80,19.85,19.95,19.75,5.77M
673,"Dec 05, 2016",19.90,19.90,20.00,19.85,4.02M
674,"Dec 02, 2016",19.95,20.00,20.25,19.90,9.74M
675,"Dec 01, 2016",20.00,19.90,20.25,19.90,7.03M
676,"Nov 30, 2016",19.90,19.85,20.00,19.85,24.81M
677,"Nov 29, 2016",19.85,19.90,19.95,19.70,14.56M
678,"Nov 28, 2016",19.85,19.95,19.95,19.70,6.25M
679,"Nov 25, 2016",19.90,19.90,20.00,19.80,450.20K
680,"Nov 24, 2016",19.95,20.00,20.25,19.90,17.76M
681,"Nov 23, 2016",20.00,20.00,20.25,19.95,12.87M
682,"Nov 22, 2016",19.95,20.00,20.25,19.95,12.83M
683,"Nov 21, 2016",20.00,20.00,20.25,19.90,10.28M
684,"Nov 18, 2016",20.00,20.75,20.75,20.00,2.02M
685,"Nov 17, 2016",20.50,20.75,21.50,20.25,8.05M
686,"Nov 16, 2016",20.50,20.00,21.00,20.00,4.93M
687,"Nov 15, 2016",20.25,20.25,20.75,20.00,3.41M
688,"Nov 14, 2016",20.25,21.00,21.00,20.25,3.33M
689,"Nov 11, 2016",20.75,21.00,21.00,20.50,8.73M
690,"Nov 10, 2016",20.75,20.25,21.00,20.25,3.93M
691,"Nov 09, 2016",20.25,20.75,20.75,19.65,7.08M
692,"Nov 08, 2016",20.75,20.75,21.00,20.50,16.02M
693,"Nov 07, 2016",21.00,21.50,21.50,21.00,5.74M
694,"Nov 04, 2016",21.25,21.25,21.75,20.75,18.37M
695,"Nov 03, 2016",21.25,20.75,21.50,20.75,21.77M
696,"Nov 02, 2016",20.75,20.00,21.00,20.00,4.07M
697,"Nov 01, 2016",20.25,19.90,21.25,19.75,4.06M
698,"Oct 31, 2016",19.85,19.90,19.95,19.75,4.52M
699,"Oct 28, 2016",19.90,20.00,20.00,19.80,628.50K
700,"Oct 27, 2016",19.95,20.00,20.00,19.90,6.14M
701,"Oct 26, 2016",20.00,20.00,20.25,19.95,8.90M
702,"Oct 25, 2016",20.00,20.00,20.25,19.80,1.57M
703,"Oct 24, 2016",20.00,19.70,20.25,19.70,4.94M
704,"Oct 21, 2016",19.70,19.75,19.85,19.65,17.66M
705,"Oct 19, 2016",19.70,19.75,19.80,19.55,1.85M
706,"Oct 18, 2016",19.75,19.85,19.85,19.70,909.50K
707,"Oct 17, 2016",19.85,20.00,20.00,19.80,3.70M
708,"Oct 14, 2016",19.95,19.85,20.25,19.85,495.00K
709,"Oct 13, 2016",19.95,19.75,20.25,19.75,6.40M
710,"Oct 12, 2016",19.90,20.00,20.00,19.50,3.60M
711,"Oct 11, 2016",20.00,20.25,20.75,19.95,9.58M
712,"Oct 10, 2016",20.25,20.25,20.50,20.00,37.95M
713,"Oct 07, 2016",20.25,19.95,20.50,19.95,3.91M
714,"Oct 06, 2016",19.95,20.00,20.25,19.90,3.65M
715,"Oct 05, 2016",20.00,20.00,20.25,19.95,4.78M
716,"Oct 04, 2016",20.00,20.00,20.25,20.00,8.62M
717,"Oct 03, 2016",20.00,19.90,20.50,19.70,7.98M
718,"Sep 30, 2016",19.95,19.70,20.00,19.70,16.35M
719,"Sep 29, 2016",19.85,19.20,19.95,19.20,939.80K
720,"Sep 28, 2016",19.95,19.70,20.00,19.20,7.41M
721,"Sep 27, 2016",19.70,19.55,19.80,19.55,53.64M
722,"Sep 26, 2016",19.50,19.55,19.70,19.20,1.12M
723,"Sep 23, 2016",19.40,19.20,19.55,19.20,1.50M
724,"Sep 22, 2016",19.40,19.50,19.50,19.00,106.20M
725,"Sep 21, 2016",19.35,19.05,19.40,19.00,10.81M
726,"Sep 20, 2016",19.15,19.05,19.30,19.05,5.39M
727,"Sep 19, 2016",19.00,18.90,19.20,18.90,2.17M
728,"Sep 16, 2016",18.90,19.00,19.00,18.75,2.72M
729,"Sep 15, 2016",18.90,18.85,19.00,18.75,1.71M
730,"Sep 14, 2016",18.90,18.90,19.00,18.70,6.34M
731,"Sep 13, 2016",19.00,19.00,19.30,18.65,8.09M
732,"Sep 09, 2016",19.00,19.00,19.50,18.95,3.64M
733,"Sep 08, 2016",19.00,19.00,19.05,18.90,6.43M
734,"Sep 07, 2016",19.00,18.95,19.10,18.80,57.67M
735,"Sep 06, 2016",18.85,18.50,19.00,18.50,4.87M
736,"Sep 05, 2016",18.40,19.00,19.00,18.00,5.36M
737,"Sep 02, 2016",19.95,19.90,20.25,19.85,5.90M
738,"Sep 01, 2016",20.00,20.25,20.50,19.90,58.73M
739,"Aug 31, 2016",20.00,20.00,20.50,20.00,12.20M
740,"Aug 30, 2016",20.00,20.00,20.25,19.80,12.41M
741,"Aug 29, 2016",20.00,19.75,20.25,19.75,46.32M
742,"Aug 26, 2016",19.65,19.50,19.85,19.50,9.08M
743,"Aug 25, 2016",20.00,21.25,21.50,19.15,26.24M
744,"Aug 24, 2016",21.25,21.00,21.75,21.00,22.57M
745,"Aug 23, 2016",21.25,20.75,21.50,20.75,2.81M
746,"Aug 22, 2016",20.75,21.00,21.25,20.50,2.27M
747,"Aug 19, 2016",21.25,21.25,21.50,20.50,41.41M
748,"Aug 18, 2016",21.25,21.00,21.50,21.00,19.52M
749,"Aug 17, 2016",21.25,21.25,21.75,21.00,8.69M
750,"Aug 16, 2016",21.00,20.25,21.50,20.25,6.35M
751,"Aug 15, 2016",20.25,20.00,20.50,20.00,1.39M
752,"Aug 12, 2016",20.00,19.90,20.25,19.90,1.46M
753,"Aug 11, 2016",19.90,19.80,20.00,19.75,3.25M
754,"Aug 10, 2016",19.90,19.80,20.00,19.80,4.46M
755,"Aug 09, 2016",19.75,19.70,20.00,19.65,5.32M
756,"Aug 08, 2016",19.70,19.55,19.80,19.55,9.87M
757,"Aug 05, 2016",19.80,19.50,20.00,19.50,11.54M
758,"Aug 04, 2016",19.65,20.25,20.25,19.40,3.09M
759,"Aug 03, 2016",20.25,20.25,20.75,20.25,13.09M
760,"Aug 02, 2016",20.00,19.50,21.00,19.50,19.79M
761,"Aug 01, 2016",19.40,19.10,19.55,19.00,17.38M
762,"Jul 29, 2016",19.05,18.90,19.20,18.90,2.84M
763,"Jul 28, 2016",18.90,18.80,19.05,18.80,8.62M
764,"Jul 27, 2016",18.85,19.00,19.00,18.55,4.92M
765,"Jul 26, 2016",18.85,18.40,19.20,18.40,19.38M
766,"Jul 25, 2016",18.10,18.25,18.30,18.00,8.33M
767,"Jul 22, 2016",18.05,18.05,18.10,18.00,4.73M
768,"Jul 21, 2016",18.10,18.00,18.20,18.00,21.42M
769,"Jul 20, 2016",18.00,17.80,18.30,17.10,24.87M
770,"Jul 19, 2016",17.65,17.30,17.95,17.25,31.50M
771,"Jul 18, 2016",17.25,17.35,17.35,17.10,1.65M
772,"Jul 15, 2016",17.35,17.40,17.40,17.30,9.03M
773,"Jul 14, 2016",17.40,17.35,17.50,17.35,13.52M
774,"Jul 13, 2016",17.35,17.30,17.40,17.20,2.75M
775,"Jul 12, 2016",17.30,17.40,17.50,17.05,7.79M
776,"Jul 11, 2016",17.45,17.55,17.75,17.30,14.81M
777,"Jul 08, 2016",17.55,17.50,17.75,17.35,8.55M
778,"Jul 06, 2016",17.55,17.30,17.60,17.15,9.34M
779,"Jul 05, 2016",17.35,17.30,17.50,17.30,4.19M
780,"Jul 04, 2016",17.45,17.55,17.55,17.25,6.50M
781,"Jul 01, 2016",17.55,17.50,17.60,17.50,20.36M
782,"Jun 30, 2016",17.75,17.60,18.00,17.50,20.74M
783,"Jun 29, 2016",17.10,17.15,17.70,16.90,6.83M
784,"Jun 28, 2016",17.15,17.45,17.45,17.00,9.09M
785,"Jun 27, 2016",17.30,17.85,17.85,17.15,4.86M
786,"Jun 24, 2016",17.45,17.85,17.85,17.25,2.59M
787,"Jun 23, 2016",17.90,18.40,18.40,17.60,22.61M
788,"Jun 22, 2016",18.05,18.30,18.35,17.65,9.02M
789,"Jun 21, 2016",18.40,18.60,18.75,18.30,8.11M
790,"Jun 20, 2016",18.70,18.60,18.90,18.30,20.04M
791,"Jun 17, 2016",18.70,18.75,18.80,18.10,10.90M
792,"Jun 16, 2016",18.60,18.25,19.00,18.20,32.59M
793,"Jun 15, 2016",18.30,18.10,18.35,18.05,9.44M
794,"Jun 14, 2016",18.10,18.00,18.25,18.00,2.09M
795,"Jun 13, 2016",18.15,18.25,18.30,18.00,2.14M
796,"Jun 10, 2016",18.25,18.20,18.35,18.10,6.69M
797,"Jun 09, 2016",18.25,17.90,18.40,17.90,21.02M
798,"Jun 08, 2016",17.90,17.50,18.05,17.30,17.67M
799,"Jun 07, 2016",17.50,17.20,17.60,17.20,9.49M
800,"Jun 06, 2016",17.15,16.95,17.25,16.90,11.41M
801,"Jun 03, 2016",16.95,17.00,17.00,16.90,4.23M
802,"Jun 02, 2016",17.00,17.00,17.10,16.90,10.13M
803,"May 31, 2016",17.00,17.10,17.10,16.90,5.75M
804,"May 30, 2016",17.05,17.20,17.20,17.05,2.57M
805,"May 27, 2016",17.10,17.20,17.25,17.05,3.92M
806,"May 26, 2016",17.25,17.20,17.30,17.00,3.48M
807,"May 25, 2016",17.25,17.45,17.45,17.15,6.92M
808,"May 24, 2016",17.35,17.10,17.45,17.10,6.28M
809,"May 23, 2016",17.20,17.30,17.30,17.10,2.24M
810,"May 20, 2016",17.35,17.30,17.40,17.15,5.03M
811,"May 19, 2016",17.30,17.30,17.40,17.25,6.97M
812,"May 18, 2016",17.15,17.05,17.30,17.05,1.54M
813,"May 17, 2016",17.15,17.30,17.35,17.00,4.51M
814,"May 16, 2016",17.35,17.40,17.40,17.30,3.34M
815,"May 13, 2016",17.30,17.25,17.45,17.25,746.60K
816,"May 12, 2016",17.25,17.10,17.45,17.10,1.18M
817,"May 11, 2016",17.10,17.05,17.20,17.00,4.50M
818,"May 10, 2016",16.95,16.95,17.00,16.90,2.34M
819,"May 09, 2016",16.90,16.90,16.95,16.60,7.53M
820,"May 06, 2016",16.90,16.85,17.10,16.75,1.40M
821,"May 05, 2016",16.90,16.80,17.00,16.80,11.78M
822,"May 04, 2016",16.90,16.90,17.00,16.80,8.72M
823,"May 03, 2016",16.95,16.95,17.10,16.90,2.31M
824,"Apr 29, 2016",17.10,17.10,17.15,17.00,6.73M
825,"Apr 28, 2016",17.10,16.95,17.15,16.90,9.97M
826,"Apr 27, 2016",16.95,16.95,17.10,16.85,8.11M
827,"Apr 26, 2016",16.95,16.90,17.00,16.85,10.65M
828,"Apr 25, 2016",16.95,16.85,17.00,16.85,1.06M
829,"Apr 22, 2016",17.10,17.40,17.40,16.90,12.30M
830,"Apr 21, 2016",17.40,17.85,17.85,17.25,8.76M
831,"Apr 20, 2016",17.45,17.30,17.85,17.25,5.16M
832,"Apr 19, 2016",17.30,17.20,17.35,17.20,21.15M
833,"Apr 18, 2016",17.20,17.10,17.30,17.10,12.91M
834,"Apr 15, 2016",17.10,16.80,17.30,16.80,10.77M
835,"Apr 14, 2016",16.95,16.80,17.10,16.75,3.63M
836,"Apr 13, 2016",16.75,16.70,16.80,16.70,4.07M
837,"Apr 12, 2016",16.70,16.75,16.75,16.65,1.59M
838,"Apr 11, 2016",16.70,16.75,16.80,16.65,1.69M
839,"Apr 08, 2016",16.75,16.70,16.80,16.70,7.68M
840,"Apr 07, 2016",16.75,16.80,16.80,16.75,4.11M
841,"Apr 06, 2016",16.75,16.90,16.90,16.75,2.61M
842,"Apr 05, 2016",16.80,16.75,16.80,16.75,18.10M
843,"Apr 04, 2016",16.80,16.85,16.90,16.70,3.35M
844,"Apr 01, 2016",16.85,16.70,17.00,16.70,6.05M
845,"Mar 31, 2016",16.90,16.70,17.00,16.60,6.77M
846,"Mar 30, 2016",16.70,16.80,16.85,16.70,6.56M
847,"Mar 29, 2016",16.80,16.90,16.90,16.70,5.46M
848,"Mar 24, 2016",16.90,16.75,17.00,16.75,7.88M
849,"Mar 23, 2016",16.85,16.70,17.00,16.65,5.34M
850,"Mar 22, 2016",16.75,16.50,17.00,16.40,16.11M
851,"Mar 21, 2016",16.45,16.45,16.50,16.30,8.25M
852,"Mar 18, 2016",16.50,16.50,16.60,16.40,12.99M
853,"Mar 17, 2016",16.50,16.30,16.60,16.30,22.24M
854,"Mar 16, 2016",16.40,16.45,16.60,16.30,15.04M
855,"Mar 15, 2016",16.35,16.30,16.50,16.30,8.40M
856,"Mar 14, 2016",16.45,16.35,16.55,16.30,12.46M
857,"Mar 11, 2016",16.30,16.25,16.40,16.20,10.03M
858,"Mar 10, 2016",16.25,16.40,16.45,16.15,14.68M
859,"Mar 09, 2016",16.45,16.50,16.50,16.35,5.78M
860,"Mar 08, 2016",16.50,16.60,16.70,16.40,14.87M
861,"Mar 07, 2016",17.00,16.90,17.05,16.20,13.54M
862,"Mar 04, 2016",17.00,16.50,17.05,16.30,4.95M
863,"Mar 03, 2016",16.90,16.70,17.25,16.20,26.79M
864,"Mar 02, 2016",16.55,16.15,16.65,16.15,12.24M
865,"Mar 01, 2016",16.15,16.20,16.30,16.10,4.32M
866,"Feb 29, 2016",16.20,16.20,16.50,16.05,1.83M
867,"Feb 26, 2016",16.10,16.10,16.45,16.00,1.51M
868,"Feb 25, 2016",16.05,16.05,16.20,16.00,2.72M
869,"Feb 24, 2016",16.00,15.75,16.15,15.75,9.88M
870,"Feb 23, 2016",15.95,15.70,16.00,15.65,1.55M
871,"Feb 22, 2016",15.70,15.65,15.90,15.60,492.30K
872,"Feb 19, 2016",15.85,15.60,16.00,15.60,349.10K
