,Date,Price,Open,High,Low,Vol
47,"Jun 14, 2019",27.20,27.50,27.50,27.05,5.30M
48,"Jun 13, 2019",27.35,27.50,27.70,27.10,22.56M
49,"Jun 12, 2019",27.50,27.60,27.65,27.30,22.67M
50,"Jun 11, 2019",27.55,27.50,27.70,27.20,1.71M
51,"Jun 10, 2019",27.45,27.10,27.60,27.05,1.33M
52,"Jun 07, 2019",27.40,27.90,27.90,27.10,1.78M
53,"Jun 06, 2019",27.70,27.70,28.00,27.65,8.48M
54,"Jun 04, 2019",27.70,27.65,27.80,27.60,6.88M
55,"Jun 03, 2019",27.65,27.40,27.80,27.40,1.89M
56,"May 31, 2019",27.45,27.65,27.65,27.00,7.50M
57,"May 30, 2019",27.65,27.80,27.80,27.40,11.92M
58,"May 29, 2019",28.00,28.10,28.30,27.80,17.19M
59,"May 28, 2019",28.35,26.95,28.65,26.90,28.20M
60,"May 27, 2019",26.80,26.50,27.00,26.50,889.20K
61,"May 24, 2019",26.45,26.30,27.00,26.20,12.18M
62,"May 23, 2019",26.15,26.15,26.25,26.05,640.20K
63,"May 22, 2019",26.10,26.05,27.00,26.05,13.51M
64,"May 21, 2019",26.35,26.25,26.50,26.00,8.35M
65,"May 20, 2019",26.20,26.05,26.50,26.05,5.78M
66,"May 17, 2019",26.15,26.20,26.60,26.05,12.30M
67,"May 16, 2019",26.25,26.70,26.70,26.05,6.43M
68,"May 15, 2019",26.70,27.20,27.20,26.35,9.71M
69,"May 14, 2019",26.40,27.20,27.20,26.10,8.46M
70,"May 13, 2019",27.20,28.00,28.00,27.00,8.46M
71,"May 10, 2019",27.45,27.90,27.90,27.20,3.58M
72,"May 09, 2019",27.95,28.30,28.30,27.80,5.29M
73,"May 08, 2019",28.15,29.00,29.00,28.00,3.40M
74,"May 07, 2019",28.60,29.50,29.50,28.20,4.35M
75,"May 06, 2019",28.65,29.00,29.00,28.50,2.75M
76,"May 03, 2019",29.25,29.80,30.00,28.35,4.96M
77,"May 02, 2019",29.55,28.25,30.00,28.25,7.89M
78,"Apr 30, 2019",28.15,28.20,28.60,28.10,2.69M
79,"Apr 29, 2019",28.00,28.50,28.50,27.85,3.26M
80,"Apr 26, 2019",27.95,27.85,28.00,27.85,2.88M
81,"Apr 25, 2019",27.95,28.00,28.10,27.90,14.34M
82,"Apr 24, 2019",28.00,27.85,28.10,27.85,8.05M
83,"Apr 23, 2019",27.95,28.00,28.00,27.65,4.29M
84,"Apr 18, 2019",27.85,27.80,28.00,27.65,1.77M
85,"Apr 17, 2019",27.85,27.60,28.00,27.60,2.21M
86,"Apr 16, 2019",27.50,27.30,27.75,27.30,7.26M
87,"Apr 15, 2019",27.30,27.20,27.50,27.05,1.27M
88,"Apr 12, 2019",27.50,27.75,27.75,27.05,6.69M
89,"Apr 11, 2019",27.70,27.80,27.80,27.60,3.31M
90,"Apr 10, 2019",27.75,27.90,28.00,27.65,10.07M
91,"Apr 09, 2019",27.85,28.00,28.00,27.60,10.03M
92,"Apr 08, 2019",28.00,27.85,28.00,27.65,15.72M
93,"Apr 05, 2019",28.00,28.00,28.10,27.65,11.07M
94,"Apr 04, 2019",28.05,28.15,28.20,28.00,3.20M
95,"Apr 03, 2019",28.10,28.00,28.20,28.00,2.48M
96,"Apr 02, 2019",28.10,28.00,28.50,28.00,12.06M
97,"Apr 01, 2019",27.90,27.70,28.10,27.60,8.47M
98,"Mar 29, 2019",27.55,27.00,27.70,27.00,5.20M
99,"Mar 28, 2019",27.10,27.00,27.25,27.00,1.94M
100,"Mar 27, 2019",27.25,27.50,27.75,26.95,8.52M
101,"Mar 26, 2019",27.60,27.95,27.95,27.20,17.53M
102,"Mar 25, 2019",27.95,28.15,28.20,27.50,22.98M
103,"Mar 22, 2019",28.15,28.65,28.65,28.00,6.94M
104,"Mar 21, 2019",28.65,30.00,30.00,28.30,7.73M
105,"Mar 20, 2019",28.55,28.00,28.75,28.00,3.77M
106,"Mar 19, 2019",28.00,28.50,28.50,27.60,19.00M
107,"Mar 18, 2019",28.50,27.60,28.75,27.50,12.84M
108,"Mar 15, 2019",27.75,27.00,28.10,26.80,9.91M
109,"Mar 14, 2019",27.00,27.00,27.10,26.75,7.63M
110,"Mar 13, 2019",26.75,26.85,27.00,26.50,13.64M
111,"Mar 12, 2019",26.90,27.00,27.00,26.70,4.07M
112,"Mar 11, 2019",26.90,27.00,27.00,26.75,2.08M
113,"Mar 08, 2019",27.00,26.90,27.45,26.80,16.00M
114,"Mar 07, 2019",26.80,26.60,27.00,26.60,2.96M
115,"Mar 06, 2019",26.60,26.55,26.75,26.40,5.45M
116,"Mar 05, 2019",26.50,26.50,26.55,26.30,4.23M
117,"Mar 04, 2019",26.45,26.50,26.55,26.05,3.35M
118,"Mar 01, 2019",26.10,26.00,26.50,26.00,9.11M
119,"Feb 28, 2019",26.00,26.50,26.50,25.95,13.90M
120,"Feb 27, 2019",26.55,26.60,26.70,26.30,4.05M
121,"Feb 26, 2019",26.60,26.50,26.65,26.30,3.38M
122,"Feb 25, 2019",26.50,26.15,26.70,26.15,4.93M
123,"Feb 22, 2019",26.05,26.05,26.20,26.00,5.42M
124,"Feb 21, 2019",26.00,26.10,26.15,26.00,9.92M
125,"Feb 20, 2019",26.15,26.05,26.50,26.05,2.63M
126,"Feb 19, 2019",26.15,26.10,26.50,26.00,2.41M
127,"Feb 18, 2019",26.05,26.00,26.90,25.90,10.59M
128,"Feb 15, 2019",26.10,27.00,27.00,26.00,1.61M
129,"Feb 14, 2019",26.45,26.85,26.85,25.95,12.16M
130,"Feb 13, 2019",26.90,26.90,27.00,26.05,5.82M
131,"Feb 12, 2019",26.90,27.00,27.00,26.80,7.06M
132,"Feb 11, 2019",26.80,26.85,26.95,26.50,12.20M
133,"Feb 08, 2019",26.85,27.00,27.00,26.50,22.91M
134,"Feb 07, 2019",27.05,27.00,27.10,26.90,12.46M
135,"Feb 06, 2019",26.90,26.55,27.20,26.50,19.64M
136,"Feb 05, 2019",26.50,26.15,27.00,26.10,20.16M
137,"Feb 04, 2019",26.00,25.50,26.25,25.50,10.61M
138,"Feb 01, 2019",25.50,24.00,25.60,24.00,14.81M
139,"Jan 31, 2019",23.85,23.60,24.50,23.60,61.10M
140,"Jan 30, 2019",23.70,23.50,24.00,23.40,12.47M
141,"Jan 29, 2019",23.45,23.50,23.60,23.05,7.80M
142,"Jan 28, 2019",23.45,23.50,23.75,23.35,23.04M
143,"Jan 25, 2019",23.45,23.45,23.65,23.15,14.28M
144,"Jan 24, 2019",23.20,23.20,23.40,23.05,4.05M
145,"Jan 23, 2019",23.25,23.30,23.45,23.05,2.77M
146,"Jan 22, 2019",23.30,23.50,23.50,23.05,3.85M
147,"Jan 21, 2019",23.50,23.70,23.70,23.05,20.87M
148,"Jan 18, 2019",23.70,23.75,23.95,23.50,28.01M
149,"Jan 17, 2019",23.75,23.90,24.00,23.55,5.58M
150,"Jan 16, 2019",23.80,23.80,24.30,23.70,14.06M
151,"Jan 15, 2019",23.50,23.50,23.80,23.50,21.63M
152,"Jan 14, 2019",23.50,23.60,23.65,23.25,22.01M
153,"Jan 11, 2019",23.40,23.00,23.75,22.80,4.88M
154,"Jan 10, 2019",23.00,22.40,24.00,22.40,24.91M
155,"Jan 09, 2019",22.30,22.20,22.75,22.15,21.76M
156,"Jan 08, 2019",22.00,21.80,22.20,21.50,1.53M
157,"Jan 07, 2019",21.45,21.30,21.80,21.30,6.28M
158,"Jan 04, 2019",21.30,22.00,22.00,21.00,2.21M
159,"Jan 03, 2019",22.15,22.25,22.50,21.80,12.26M
160,"Jan 02, 2019",22.25,23.00,23.00,22.20,1.78M
161,"Dec 31, 2018",22.20,22.80,22.80,22.10,3.68M
162,"Dec 28, 2018",22.85,23.00,23.00,22.80,1.27M
163,"Dec 27, 2018",22.60,23.00,23.00,22.55,1.78M
164,"Dec 24, 2018",22.60,22.55,23.50,22.50,730.10K
165,"Dec 21, 2018",22.30,22.30,23.25,22.20,5.64M
166,"Dec 20, 2018",22.45,22.90,22.90,22.35,19.30M
167,"Dec 19, 2018",22.90,23.00,23.05,22.50,8.36M
168,"Dec 18, 2018",23.00,23.00,23.10,22.80,17.10M
169,"Dec 17, 2018",23.00,22.95,23.25,22.50,6.18M
170,"Dec 14, 2018",22.90,22.25,23.25,22.25,29.99M
171,"Dec 13, 2018",22.15,23.00,23.00,21.90,22.20M
172,"Dec 11, 2018",22.05,23.00,23.00,21.90,21.14M
173,"Dec 10, 2018",22.65,23.00,23.00,22.60,13.20M
174,"Dec 07, 2018",23.00,23.40,23.40,22.80,12.99M
175,"Dec 06, 2018",23.40,23.50,23.60,23.30,4.44M
176,"Dec 05, 2018",23.65,23.50,23.75,23.50,1.77M
177,"Dec 04, 2018",23.60,23.75,23.75,23.50,3.49M
178,"Dec 03, 2018",23.75,23.75,23.80,23.55,2.72M
179,"Nov 30, 2018",23.75,23.75,23.85,23.65,15.24M
180,"Nov 29, 2018",23.75,24.00,24.00,23.50,10.76M
181,"Nov 28, 2018",23.80,24.00,24.00,23.75,16.75M
182,"Nov 27, 2018",23.80,24.00,24.00,23.75,27.43M
183,"Nov 26, 2018",23.80,23.75,24.00,23.60,10.79M
184,"Nov 23, 2018",23.75,24.00,24.00,23.75,2.45M
185,"Nov 22, 2018",23.75,23.75,24.00,23.75,683.00K
186,"Nov 21, 2018",23.75,23.50,24.00,23.50,7.00M
187,"Nov 20, 2018",23.50,23.75,24.00,23.50,4.66M
188,"Nov 19, 2018",23.50,23.75,24.00,23.50,2.17M
189,"Nov 16, 2018",23.75,24.00,24.25,23.50,7.08M
190,"Nov 15, 2018",23.75,24.00,24.00,23.50,15.07M
191,"Nov 14, 2018",24.00,24.50,24.50,23.75,8.87M
192,"Nov 13, 2018",24.25,24.25,24.50,24.00,12.01M
193,"Nov 12, 2018",24.25,24.00,24.50,23.75,10.30M
194,"Nov 09, 2018",24.25,23.75,24.75,23.50,10.31M
195,"Nov 08, 2018",23.25,23.25,23.75,23.25,9.48M
196,"Nov 07, 2018",22.75,23.00,23.50,22.50,8.63M
197,"Nov 06, 2018",22.50,23.50,24.00,22.50,5.45M
198,"Nov 05, 2018",23.75,24.50,24.50,23.00,4.71M
199,"Nov 02, 2018",24.50,23.75,25.00,23.75,4.15M
200,"Nov 01, 2018",23.50,23.75,23.75,23.00,47.50M
201,"Oct 31, 2018",23.25,24.00,24.00,23.25,4.66M
202,"Oct 30, 2018",23.50,23.75,24.00,23.25,22.06M
203,"Oct 29, 2018",23.50,23.50,24.00,23.50,9.43M
204,"Oct 26, 2018",23.50,23.75,23.75,23.50,6.97M
205,"Oct 25, 2018",23.50,23.75,23.75,23.25,9.83M
206,"Oct 24, 2018",23.50,23.75,23.75,23.25,3.62M
207,"Oct 23, 2018",23.75,24.00,24.00,23.25,4.29M
208,"Oct 22, 2018",23.75,23.75,24.50,23.50,6.41M
209,"Oct 19, 2018",23.75,23.50,23.75,23.00,14.03M
210,"Oct 18, 2018",23.50,23.75,24.25,23.00,12.33M
211,"Oct 17, 2018",23.75,23.75,24.25,23.75,4.37M
212,"Oct 16, 2018",23.50,23.00,24.00,22.50,13.37M
213,"Oct 15, 2018",22.25,23.00,23.50,21.75,8.48M
214,"Oct 12, 2018",23.00,24.00,24.00,22.75,7.61M
215,"Oct 11, 2018",24.00,25.00,25.00,23.50,7.96M
216,"Oct 09, 2018",24.50,24.75,25.00,24.25,3.53M
217,"Oct 08, 2018",24.50,24.75,25.00,24.50,4.29M
218,"Oct 05, 2018",24.75,24.50,25.00,24.50,12.41M
219,"Oct 04, 2018",24.50,24.25,24.75,24.25,21.58M
220,"Oct 03, 2018",24.25,24.50,24.50,24.25,5.16M
221,"Oct 02, 2018",24.25,24.00,24.75,24.00,13.93M
222,"Oct 01, 2018",24.00,24.50,25.00,24.00,2.90M
223,"Sep 28, 2018",24.50,25.00,25.00,24.00,5.98M
224,"Sep 27, 2018",24.75,24.75,25.00,24.50,14.90M
225,"Sep 26, 2018",24.75,25.00,25.00,24.50,2.70M
226,"Sep 25, 2018",24.75,25.00,25.25,24.75,7.50M
227,"Sep 24, 2018",25.00,24.50,26.00,24.50,23.27M
228,"Sep 21, 2018",24.00,25.00,25.25,23.75,19.41M
229,"Sep 20, 2018",24.75,25.50,25.75,24.50,9.36M
230,"Sep 19, 2018",26.50,27.00,27.25,25.75,9.36M
231,"Sep 18, 2018",26.75,26.50,27.25,26.50,7.27M
232,"Sep 17, 2018",26.50,26.50,26.75,26.25,5.17M
233,"Sep 14, 2018",26.50,26.25,26.75,26.25,9.14M
234,"Sep 13, 2018",26.25,27.00,27.25,25.75,12.51M
235,"Sep 12, 2018",27.00,27.00,27.25,26.75,6.19M
236,"Sep 11, 2018",27.00,27.25,27.75,27.00,2.36M
237,"Sep 10, 2018",27.25,27.75,27.75,27.25,773.10K
238,"Sep 07, 2018",27.50,28.00,28.00,27.25,6.80M
239,"Sep 06, 2018",27.75,28.25,28.25,27.50,4.17M
240,"Sep 05, 2018",27.75,28.50,28.50,27.50,5.44M
241,"Sep 04, 2018",28.25,27.75,29.00,27.75,5.22M
242,"Sep 03, 2018",27.75,28.00,28.00,27.00,1.73M
243,"Aug 31, 2018",28.25,29.75,29.75,28.00,9.08M
244,"Aug 30, 2018",29.50,30.00,30.00,29.50,2.73M
245,"Aug 29, 2018",29.75,29.75,30.25,29.75,1.96M
246,"Aug 28, 2018",29.75,29.25,30.50,29.00,4.93M
247,"Aug 27, 2018",29.00,29.00,29.50,29.00,1.65M
248,"Aug 24, 2018",29.00,29.00,29.25,29.00,2.50M
249,"Aug 23, 2018",29.00,29.00,29.25,29.00,3.05M
250,"Aug 22, 2018",29.00,29.00,29.50,29.00,6.42M
251,"Aug 20, 2018",29.00,29.00,29.50,29.00,7.50M
252,"Aug 17, 2018",29.00,28.75,29.50,28.75,961.20K
253,"Aug 16, 2018",28.75,29.00,29.00,28.75,6.70M
254,"Aug 15, 2018",29.00,28.75,29.25,28.75,8.72M
255,"Aug 14, 2018",28.75,28.50,29.00,28.50,7.53M
256,"Aug 13, 2018",28.50,28.50,29.00,28.50,2.02M
257,"Aug 10, 2018",28.25,29.00,29.00,28.25,4.95M
258,"Aug 09, 2018",28.75,29.00,29.25,28.25,3.04M
259,"Aug 08, 2018",28.75,28.25,29.50,28.25,6.59M
260,"Aug 07, 2018",28.00,28.00,28.25,28.00,5.17M
261,"Aug 06, 2018",28.00,28.25,28.25,28.00,1.40M
262,"Aug 03, 2018",28.00,28.00,28.25,28.00,5.93M
263,"Aug 02, 2018",28.00,28.00,28.50,28.00,18.66M
264,"Aug 01, 2018",27.75,28.25,28.50,27.75,4.55M
265,"Jul 31, 2018",28.00,28.50,28.50,27.75,2.68M
266,"Jul 30, 2018",28.50,28.75,28.75,28.25,11.46M
267,"Jul 27, 2018",28.50,28.50,29.00,28.50,3.33M
268,"Jul 26, 2018",28.50,29.00,29.00,28.50,4.90M
269,"Jul 25, 2018",28.75,28.75,29.00,28.50,5.93M
270,"Jul 24, 2018",28.50,28.50,29.00,28.50,748.10K
271,"Jul 23, 2018",28.50,28.50,29.00,28.25,656.50K
272,"Jul 20, 2018",28.50,29.25,29.25,28.25,3.54M
273,"Jul 19, 2018",29.25,29.75,29.75,28.75,10.04M
274,"Jul 18, 2018",29.00,29.25,29.75,29.00,2.22M
275,"Jul 17, 2018",28.75,28.25,29.25,28.25,3.96M
276,"Jul 16, 2018",28.25,28.75,28.75,28.00,10.49M
277,"Jul 13, 2018",28.25,28.75,28.75,28.25,4.69M
278,"Jul 12, 2018",28.50,28.50,29.00,28.50,3.34M
279,"Jul 11, 2018",28.50,29.00,29.00,28.25,5.13M
280,"Jul 10, 2018",29.00,29.00,29.25,29.00,5.69M
281,"Jul 09, 2018",29.00,29.00,29.25,28.75,2.00M
282,"Jul 06, 2018",28.75,28.75,29.25,28.75,2.04M
283,"Jul 05, 2018",29.00,28.50,29.25,28.50,5.41M
284,"Jul 04, 2018",28.50,29.00,29.25,28.00,2.89M
285,"Jul 03, 2018",28.00,28.75,28.75,27.75,3.75M
286,"Jul 02, 2018",29.00,29.50,29.75,28.75,9.57M
287,"Jun 29, 2018",29.50,29.75,30.00,29.25,10.56M
288,"Jun 28, 2018",29.75,29.75,30.00,29.25,22.49M
289,"Jun 27, 2018",29.50,29.25,30.00,28.75,16.54M
290,"Jun 26, 2018",29.00,28.50,29.50,28.50,17.60M
291,"Jun 25, 2018",28.50,28.50,29.00,28.25,2.72M
292,"Jun 22, 2018",28.25,28.75,28.75,27.25,13.92M
293,"Jun 21, 2018",27.25,27.25,27.75,27.25,11.72M
294,"Jun 20, 2018",27.25,28.50,28.50,27.25,16.08M
295,"Jun 19, 2018",28.25,29.75,29.75,27.75,5.66M
296,"Jun 18, 2018",29.75,30.00,30.25,29.50,2.12M
297,"Jun 14, 2018",30.00,30.00,30.25,29.75,22.89M
298,"Jun 13, 2018",30.00,30.00,30.50,30.00,7.29M
299,"Jun 12, 2018",30.00,30.00,30.50,30.00,13.45M
300,"Jun 11, 2018",30.00,29.75,30.50,29.50,4.15M
301,"Jun 08, 2018",29.50,29.75,29.75,29.25,1.69M
302,"Jun 07, 2018",29.50,29.75,29.75,29.00,6.31M
303,"Jun 06, 2018",29.50,28.75,30.00,28.75,16.56M
304,"Jun 05, 2018",28.75,28.50,29.25,28.50,2.35M
305,"Jun 04, 2018",28.50,28.25,29.00,28.25,12.15M
306,"May 31, 2018",28.25,28.75,28.75,28.25,10.67M
307,"May 30, 2018",28.25,28.50,28.50,28.00,7.65M
308,"May 29, 2018",28.50,29.00,29.00,28.25,4.28M
309,"May 28, 2018",28.75,29.00,29.00,28.00,2.10M
310,"May 25, 2018",29.00,29.00,29.25,28.50,8.86M
311,"May 24, 2018",29.00,29.25,29.50,29.00,7.64M
312,"May 23, 2018",29.00,29.25,29.50,29.00,2.71M
313,"May 22, 2018",29.25,29.00,29.75,29.00,7.75M
314,"May 21, 2018",29.00,29.25,29.25,29.00,10.01M
315,"May 18, 2018",29.25,29.00,29.50,29.00,6.65M
316,"May 17, 2018",29.00,29.00,29.50,28.75,6.49M
317,"May 16, 2018",28.50,28.25,29.25,28.00,5.02M
318,"May 15, 2018",27.25,27.50,28.25,27.00,22.98M
319,"May 14, 2018",27.25,27.75,28.00,27.00,6.00M
320,"May 11, 2018",27.75,28.00,28.00,27.50,6.72M
321,"May 10, 2018",28.00,29.00,29.25,27.75,14.07M
322,"May 09, 2018",29.00,28.50,29.50,28.50,17.88M
323,"May 08, 2018",28.25,28.50,28.50,28.25,9.46M
324,"May 07, 2018",28.50,28.50,29.00,28.25,16.08M
325,"May 04, 2018",28.50,28.00,29.00,28.00,37.79M
326,"May 03, 2018",27.00,27.50,27.75,26.75,27.10M
327,"May 02, 2018",27.25,28.25,28.25,27.00,18.33M
328,"Apr 30, 2018",28.25,28.50,28.50,28.25,9.96M
329,"Apr 27, 2018",28.25,28.50,28.50,28.25,8.87M
330,"Apr 26, 2018",28.25,28.75,28.75,28.00,11.00M
331,"Apr 25, 2018",28.50,28.75,29.00,28.25,22.79M
332,"Apr 24, 2018",28.25,28.50,29.00,28.00,17.26M
333,"Apr 23, 2018",28.50,29.00,29.75,28.25,12.82M
334,"Apr 20, 2018",29.00,29.25,29.50,28.75,15.32M
335,"Apr 19, 2018",29.25,29.50,29.75,29.00,22.80M
336,"Apr 18, 2018",29.50,29.75,30.00,29.25,20.43M
337,"Apr 17, 2018",29.75,30.50,30.50,29.50,11.81M
338,"Apr 16, 2018",30.50,31.25,31.25,30.25,117.24M
339,"Apr 13, 2018",31.00,32.00,32.00,31.00,2.96M
340,"Apr 12, 2018",31.50,32.00,32.00,31.25,4.50M
341,"Apr 11, 2018",32.00,31.75,32.50,31.75,6.11M
342,"Apr 10, 2018",31.75,31.75,32.25,31.75,2.14M
343,"Apr 09, 2018",31.75,32.25,32.25,31.50,1.95M
344,"Apr 06, 2018",32.25,32.75,33.00,32.00,5.83M
345,"Apr 05, 2018",32.75,32.50,33.50,32.50,8.42M
346,"Apr 04, 2018",32.00,31.75,32.75,31.25,13.50M
347,"Apr 03, 2018",31.25,31.00,31.75,31.00,9.28M
348,"Mar 29, 2018",31.00,31.00,31.50,30.50,11.68M
349,"Mar 28, 2018",30.75,31.00,31.25,30.50,4.35M
350,"Mar 27, 2018",31.25,31.50,31.75,31.00,4.72M
351,"Mar 26, 2018",31.50,31.75,31.75,31.25,4.33M
352,"Mar 23, 2018",31.75,32.00,32.25,31.75,8.33M
353,"Mar 22, 2018",31.75,31.00,32.25,31.00,13.48M
354,"Mar 21, 2018",31.25,31.00,31.75,31.00,17.99M
355,"Mar 20, 2018",30.75,30.50,31.25,30.50,5.72M
356,"Mar 19, 2018",30.00,30.00,30.75,29.50,11.06M
357,"Mar 16, 2018",29.50,29.50,29.75,29.50,4.08M
358,"Mar 15, 2018",29.50,30.00,30.00,29.50,9.96M
359,"Mar 14, 2018",29.75,29.75,30.00,29.50,5.99M
360,"Mar 13, 2018",29.75,29.50,30.00,29.50,4.67M
361,"Mar 12, 2018",29.25,29.50,29.75,29.25,6.15M
362,"Mar 09, 2018",29.25,29.50,29.75,29.00,18.67M
363,"Mar 08, 2018",29.50,29.50,29.75,29.25,10.43M
364,"Mar 07, 2018",29.50,29.25,29.75,29.25,5.83M
365,"Mar 06, 2018",29.25,29.25,29.75,29.25,7.54M
366,"Mar 05, 2018",29.25,29.75,29.75,29.00,4.36M
367,"Mar 02, 2018",29.25,30.50,30.50,29.00,6.13M
368,"Mar 01, 2018",29.50,29.50,30.00,29.25,15.25M
369,"Feb 28, 2018",29.75,29.75,30.00,29.50,10.94M
370,"Feb 27, 2018",29.50,29.50,30.00,29.25,7.39M
371,"Feb 26, 2018",29.50,29.50,29.75,29.25,14.51M
372,"Feb 23, 2018",29.50,29.50,30.00,29.25,5.00M
373,"Feb 22, 2018",29.50,29.50,30.00,29.50,6.16M
374,"Feb 21, 2018",29.75,30.00,30.25,29.00,15.11M
375,"Feb 20, 2018",29.75,29.50,30.50,29.25,8.75M
376,"Feb 19, 2018",29.25,30.00,30.00,29.25,4.49M
377,"Feb 16, 2018",29.25,29.00,29.75,29.00,4.73M
378,"Feb 15, 2018",28.75,28.75,29.25,28.75,2.71M
379,"Feb 14, 2018",28.75,28.75,29.00,28.75,3.09M
380,"Feb 13, 2018",28.50,28.50,29.00,28.25,6.86M
381,"Feb 12, 2018",28.25,30.00,30.00,28.00,1.50M
382,"Feb 09, 2018",29.00,29.50,29.50,29.00,12.83M
383,"Feb 08, 2018",29.25,28.50,29.50,28.50,14.17M
384,"Feb 07, 2018",28.50,29.25,29.25,28.00,20.68M
385,"Feb 06, 2018",29.50,29.75,30.00,28.75,42.11M
386,"Feb 05, 2018",29.75,29.75,30.00,29.75,4.09M
387,"Feb 02, 2018",29.75,30.00,30.25,29.75,3.03M
388,"Feb 01, 2018",29.75,29.75,30.00,29.50,6.15M
389,"Jan 31, 2018",29.50,29.75,30.00,29.50,8.89M
390,"Jan 30, 2018",29.75,30.00,30.00,29.25,18.00M
391,"Jan 29, 2018",29.75,29.75,30.00,29.50,3.95M
392,"Jan 26, 2018",30.00,29.50,30.50,29.50,26.17M
393,"Jan 25, 2018",29.75,29.50,30.00,29.50,6.59M
394,"Jan 24, 2018",29.50,29.50,29.75,29.50,6.56M
395,"Jan 23, 2018",29.50,29.50,29.75,29.25,16.96M
396,"Jan 22, 2018",29.25,29.50,29.75,29.00,8.83M
397,"Jan 19, 2018",29.50,29.25,29.75,29.25,6.59M
398,"Jan 18, 2018",29.25,29.50,29.50,29.00,9.39M
399,"Jan 17, 2018",29.00,28.50,29.50,28.50,10.30M
400,"Jan 16, 2018",29.00,29.00,29.50,28.50,7.30M
401,"Jan 15, 2018",28.75,28.50,29.25,28.25,3.75M
402,"Jan 12, 2018",28.25,28.00,28.50,27.75,2.80M
403,"Jan 11, 2018",27.75,27.75,28.25,27.75,11.14M
404,"Jan 10, 2018",27.75,27.75,28.00,27.75,12.92M
405,"Jan 09, 2018",28.00,28.00,28.25,27.75,20.53M
406,"Jan 08, 2018",28.00,27.50,28.25,27.50,6.87M
407,"Jan 05, 2018",28.00,27.50,28.50,27.00,11.04M
408,"Jan 04, 2018",27.00,26.75,27.75,26.75,8.30M
409,"Jan 03, 2018",26.75,26.75,27.00,26.75,8.35M
410,"Jan 02, 2018",26.75,26.75,27.00,26.75,3.90M
411,"Dec 29, 2017",26.75,26.25,27.50,26.25,3.64M
412,"Dec 28, 2017",26.25,26.00,26.50,26.00,10.95M
413,"Dec 27, 2017",26.25,26.25,26.50,26.00,7.56M
414,"Dec 22, 2017",26.50,26.50,26.75,26.25,6.60M
415,"Dec 21, 2017",26.50,26.50,27.00,26.25,11.55M
416,"Dec 20, 2017",26.00,26.00,26.75,25.75,24.81M
417,"Dec 19, 2017",26.00,26.25,26.50,25.75,23.81M
418,"Dec 18, 2017",26.25,26.50,27.00,26.00,7.47M
419,"Dec 15, 2017",26.75,26.75,27.50,24.50,11.87M
420,"Dec 14, 2017",27.00,27.50,27.75,26.75,19.07M
421,"Dec 13, 2017",27.50,28.00,28.00,27.50,25.55M
422,"Dec 11, 2017",28.00,28.00,28.25,27.75,5.90M
423,"Dec 08, 2017",27.75,28.00,28.25,27.75,8.29M
424,"Dec 07, 2017",27.75,27.50,28.25,27.00,14.22M
425,"Dec 06, 2017",27.25,26.75,27.75,26.75,18.98M
426,"Dec 05, 2017",27.25,27.50,27.75,27.00,6.55M
427,"Dec 04, 2017",27.50,27.50,28.25,27.50,15.77M
428,"Dec 01, 2017",27.50,27.50,27.75,27.00,12.85M
429,"Nov 30, 2017",27.50,27.50,28.00,27.00,7.09M
430,"Nov 29, 2017",27.50,28.00,28.00,27.50,11.30M
431,"Nov 27, 2017",27.50,26.75,28.00,26.75,5.93M
432,"Nov 24, 2017",26.75,28.00,28.00,26.50,5.21M
433,"Nov 23, 2017",26.50,28.00,28.50,26.00,16.34M
434,"Nov 22, 2017",28.00,26.75,28.50,26.75,16.46M
435,"Nov 21, 2017",26.75,26.00,27.25,25.75,7.05M
436,"Nov 20, 2017",25.75,25.75,26.00,25.50,3.96M
437,"Nov 17, 2017",25.50,25.25,26.00,25.25,2.81M
438,"Nov 16, 2017",25.25,25.00,25.75,25.00,6.39M
439,"Nov 15, 2017",25.00,24.50,25.25,24.50,9.96M
440,"Nov 14, 2017",24.50,24.50,25.50,24.50,12.06M
441,"Nov 13, 2017",24.50,24.50,24.75,24.00,25.84M
442,"Nov 10, 2017",24.50,24.75,25.00,24.50,8.03M
443,"Nov 09, 2017",24.75,24.75,25.00,24.50,3.15M
444,"Nov 08, 2017",24.75,25.00,25.25,24.50,15.33M
445,"Nov 07, 2017",24.50,25.00,25.00,24.25,34.98M
446,"Nov 06, 2017",25.00,25.75,25.75,24.75,5.60M
447,"Nov 03, 2017",25.50,25.75,26.00,25.00,4.99M
448,"Nov 02, 2017",25.25,25.75,26.00,25.00,18.95M
449,"Nov 01, 2017",25.75,25.75,26.25,25.50,12.49M
450,"Oct 31, 2017",25.50,25.00,26.25,25.00,3.34M
451,"Oct 30, 2017",25.25,25.50,25.50,25.00,2.04M
452,"Oct 27, 2017",25.25,25.25,25.50,25.00,1.83M
453,"Oct 24, 2017",24.75,24.25,25.25,24.25,1.34M
454,"Oct 23, 2017",24.25,25.00,25.00,23.75,23.41M
455,"Oct 19, 2017",24.00,24.50,24.50,24.00,2.99M
456,"Oct 18, 2017",24.25,24.50,24.50,24.00,13.28M
457,"Oct 17, 2017",24.50,25.00,25.00,24.25,17.13M
458,"Oct 16, 2017",24.75,25.00,25.25,24.50,951.30K
459,"Oct 13, 2017",25.00,25.00,25.25,24.75,11.96M
